"cvss2_score","cvss3_score","Version","detection_time","severity","external_references","Architecture","condition","cve","updated","Name","Title","published"
9,8.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21857"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21857""]","x64","KB5009555 patch is not installed","CVE-2022-21857","2023-08-08","Windows Server 2022","CVE-2022-21857 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21852"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21852""]","x64","KB5009555 patch is not installed","CVE-2022-21852","2023-08-08","Windows Server 2022","CVE-2022-21852 affects Windows Server 2022","2022-01-11"
9.3,8.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21851"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21851""]","x64","KB5009555 patch is not installed","CVE-2022-21851","2022-05-23","Windows Server 2022","CVE-2022-21851 affects Windows Server 2022","2022-01-11"
9.3,8.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21850"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21850""]","x64","KB5009555 patch is not installed","CVE-2022-21850","2022-05-23","Windows Server 2022","CVE-2022-21850 affects Windows Server 2022","2022-01-11"
9.3,9.8,"10.0.20348","2023-08-10T06:26:24+00:00","Critical","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21849"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21849""]","x64","KB5009555 patch is not installed","CVE-2022-21849","2022-05-23","Windows Server 2022","CVE-2022-21849 affects Windows Server 2022","2022-01-11"
7.1,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21848"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21848""]","x64","KB5009555 patch is not installed","CVE-2022-21848","2023-08-08","Windows Server 2022","CVE-2022-21848 affects Windows Server 2022","2022-01-11"
4.9,6.5,"10.0.20348","2023-08-10T06:26:24+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21847"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21847""]","x64","KB5009555 patch is not installed","CVE-2022-21847","2023-08-08","Windows Server 2022","CVE-2022-21847 affects Windows Server 2022","2022-01-11"
4.3,7.5,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21843"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21843""]","x64","KB5009555 patch is not installed","CVE-2022-21843","2023-08-08","Windows Server 2022","CVE-2022-21843 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:24+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21838"",""https://www.zerodayinitiative.com/advisories/ZDI-22-049/"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21838""]","x64","KB5009555 patch is not installed","CVE-2022-21838","2022-05-23","Windows Server 2022","CVE-2022-21838 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21836"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21836""]","x64","KB5009555 patch is not installed","CVE-2022-21836","2022-05-23","Windows Server 2022","CVE-2022-21836 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21835"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21835""]","x64","KB5009555 patch is not installed","CVE-2022-21835","2023-08-08","Windows Server 2022","CVE-2022-21835 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21834"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21834""]","x64","KB5009555 patch is not installed","CVE-2022-21834","2023-08-08","Windows Server 2022","CVE-2022-21834 affects Windows Server 2022","2022-01-11"
7.2,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2022-21833"",""https://nvd.nist.gov/vuln/detail/CVE-2022-21833""]","x64","KB5009555 patch is not installed","CVE-2022-21833","2023-08-08","Windows Server 2022","CVE-2022-21833 affects Windows Server 2022","2022-01-11"
6,7.5,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43893"",""http://packetstormsecurity.com/files/165560/Microsoft-Windows-EFSRPC-Arbitrary-File-Upload-Privilege-Escalation.html"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43893""]","x64","KB5008223 patch is not installed","CVE-2021-43893","2022-07-12","Windows Server 2022","CVE-2021-43893 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43883"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43883""]","x64","KB5008223 patch is not installed","CVE-2021-43883","2022-07-12","Windows Server 2022","CVE-2021-43883 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43248"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43248""]","x64","KB5008223 patch is not installed","CVE-2021-43248","2022-07-12","Windows Server 2022","CVE-2021-43248 affects Windows Server 2022","2021-12-15"
7.2,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43247"",""https://www.zerodayinitiative.com/advisories/ZDI-21-1554/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43247""]","x64","KB5008223 patch is not installed","CVE-2021-43247","2022-07-12","Windows Server 2022","CVE-2021-43247 affects Windows Server 2022","2021-12-15"
4.9,5.6,"10.0.20348","2023-08-10T06:26:25+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43246"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43246""]","x64","KB5008223 patch is not installed","CVE-2021-43246","2022-07-12","Windows Server 2022","CVE-2021-43246 affects Windows Server 2022","2021-12-15"
4.9,5.5,"10.0.20348","2023-08-10T06:26:25+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43244"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43244""]","x64","KB5008223 patch is not installed","CVE-2021-43244","2022-05-23","Windows Server 2022","CVE-2021-43244 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43240"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43240""]","x64","KB5008223 patch is not installed","CVE-2021-43240","2022-07-12","Windows Server 2022","CVE-2021-43240 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43239"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43239""]","x64","KB5008223 patch is not installed","CVE-2021-43239","2022-07-12","Windows Server 2022","CVE-2021-43239 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43238"",""https://www.zerodayinitiative.com/advisories/ZDI-22-019/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43238""]","x64","KB5008223 patch is not installed","CVE-2021-43238","2022-07-12","Windows Server 2022","CVE-2021-43238 affects Windows Server 2022","2021-12-15"
6.9,7.3,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43237"",""https://www.zerodayinitiative.com/advisories/ZDI-22-018/"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43237""]","x64","KB5008223 patch is not installed","CVE-2021-43237","2022-07-12","Windows Server 2022","CVE-2021-43237 affects Windows Server 2022","2021-12-15"
5,7.5,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43236"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43236""]","x64","KB5008223 patch is not installed","CVE-2021-43236","2022-05-23","Windows Server 2022","CVE-2021-43236 affects Windows Server 2022","2021-12-15"
2.1,5.5,"10.0.20348","2023-08-10T06:26:25+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43235"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43235""]","x64","KB5008223 patch is not installed","CVE-2021-43235","2023-08-08","Windows Server 2022","CVE-2021-43235 affects Windows Server 2022","2021-12-15"
6.8,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43234"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43234""]","x64","KB5008223 patch is not installed","CVE-2021-43234","2022-05-23","Windows Server 2022","CVE-2021-43234 affects Windows Server 2022","2021-12-15"
5.1,7.5,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43233"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43233""]","x64","KB5008223 patch is not installed","CVE-2021-43233","2022-07-12","Windows Server 2022","CVE-2021-43233 affects Windows Server 2022","2021-12-15"
6.8,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43232"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43232""]","x64","KB5008223 patch is not installed","CVE-2021-43232","2022-07-12","Windows Server 2022","CVE-2021-43232 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43231"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43231""]","x64","KB5008223 patch is not installed","CVE-2021-43231","2022-07-12","Windows Server 2022","CVE-2021-43231 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43230"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43230""]","x64","KB5008223 patch is not installed","CVE-2021-43230","2022-07-12","Windows Server 2022","CVE-2021-43230 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43229"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43229""]","x64","KB5008223 patch is not installed","CVE-2021-43229","2022-07-12","Windows Server 2022","CVE-2021-43229 affects Windows Server 2022","2021-12-15"
7.8,7.5,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43228"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43228""]","x64","KB5008223 patch is not installed","CVE-2021-43228","2022-07-12","Windows Server 2022","CVE-2021-43228 affects Windows Server 2022","2021-12-15"
2.1,5.5,"10.0.20348","2023-08-10T06:26:25+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43227"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43227""]","x64","KB5008223 patch is not installed","CVE-2021-43227","2023-08-08","Windows Server 2022","CVE-2021-43227 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43226"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43226""]","x64","KB5008223 patch is not installed","CVE-2021-43226","2022-07-12","Windows Server 2022","CVE-2021-43226 affects Windows Server 2022","2021-12-15"
2.1,5.5,"10.0.20348","2023-08-10T06:26:25+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43224"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43224""]","x64","KB5008223 patch is not installed","CVE-2021-43224","2023-08-08","Windows Server 2022","CVE-2021-43224 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43223"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43223""]","x64","KB5008223 patch is not installed","CVE-2021-43223","2022-07-12","Windows Server 2022","CVE-2021-43223 affects Windows Server 2022","2021-12-15"
5,7.5,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43222"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43222""]","x64","KB5008223 patch is not installed","CVE-2021-43222","2023-08-08","Windows Server 2022","CVE-2021-43222 affects Windows Server 2022","2021-12-15"
7.8,7.5,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43219"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43219""]","x64","KB5008223 patch is not installed","CVE-2021-43219","2022-07-12","Windows Server 2022","CVE-2021-43219 affects Windows Server 2022","2021-12-15"
7.5,9.8,"10.0.20348","2023-08-10T06:26:25+00:00","Critical","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43217"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43217""]","x64","KB5008223 patch is not installed","CVE-2021-43217","2022-07-12","Windows Server 2022","CVE-2021-43217 affects Windows Server 2022","2021-12-15"
6.8,6.5,"10.0.20348","2023-08-10T06:26:25+00:00","Medium","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43216"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43216""]","x64","KB5008223 patch is not installed","CVE-2021-43216","2022-05-23","Windows Server 2022","CVE-2021-43216 affects Windows Server 2022","2021-12-15"
4.6,7.8,"10.0.20348","2023-08-10T06:26:25+00:00","High","[""https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2021-43207"",""https://nvd.nist.gov/vuln/detail/CVE-2021-43207""]","x64","KB5008223 patch is not installed","CVE-2021-43207","2022-07-12","Windows Server 2022","CVE-2021-43207 affects Windows Server 2022","2021-12-15"
0,6.5,"10.0.20348","2023-09-08T03:13:59+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38254"",""https://nvd.nist.gov/vuln/detail/CVE-2023-38254""]","x64","KB5029250 patch is not installed","CVE-2023-38254","2023-08-10","Windows Server 2022","CVE-2023-38254 affects Windows Server 2022","2023-08-08"
0,9.8,"10.0.20348","2023-09-08T03:13:59+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38186"",""https://nvd.nist.gov/vuln/detail/CVE-2023-38186""]","x64","KB5029250 patch is not installed","CVE-2023-38186","2023-08-10","Windows Server 2022","CVE-2023-38186 affects Windows Server 2022","2023-08-08"
0,7.5,"10.0.20348","2023-09-08T03:13:59+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38184"",""https://nvd.nist.gov/vuln/detail/CVE-2023-38184""]","x64","KB5029250 patch is not installed","CVE-2023-38184","2023-08-11","Windows Server 2022","CVE-2023-38184 affects Windows Server 2022","2023-08-08"
0,7.5,"10.0.20348","2023-09-08T03:13:59+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-38172"",""https://nvd.nist.gov/vuln/detail/CVE-2023-38172""]","x64","KB5029250 patch is not installed","CVE-2023-38172","2023-08-11","Windows Server 2022","CVE-2023-38172 affects Windows Server 2022","2023-08-08"
0,5.5,"10.0.20348","2023-09-08T03:13:59+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36914"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36914""]","x64","KB5029250 patch is not installed","CVE-2023-36914","2023-08-11","Windows Server 2022","CVE-2023-36914 affects Windows Server 2022","2023-08-08"
0,7.5,"10.0.20348","2023-09-08T03:13:59+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36913"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36913""]","x64","KB5029250 patch is not installed","CVE-2023-36913","2023-08-10","Windows Server 2022","CVE-2023-36913 affects Windows Server 2022","2023-08-08"
0,7.5,"10.0.20348","2023-09-08T03:13:59+00:00","High","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36912"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36912""]","x64","KB5029250 patch is not installed","CVE-2023-36912","2023-08-10","Windows Server 2022","CVE-2023-36912 affects Windows Server 2022","2023-08-08"
0,9.8,"10.0.20348","2023-09-08T03:13:59+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36911"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36911""]","x64","KB5029250 patch is not installed","CVE-2023-36911","2023-08-10","Windows Server 2022","CVE-2023-36911 affects Windows Server 2022","2023-08-08"
0,9.8,"10.0.20348","2023-09-08T03:13:59+00:00","Critical","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36910"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36910""]","x64","KB5029250 patch is not installed","CVE-2023-36910","2023-08-10","Windows Server 2022","CVE-2023-36910 affects Windows Server 2022","2023-08-08"
0,6.5,"10.0.20348","2023-09-08T03:13:59+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36909"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36909""]","x64","KB5029250 patch is not installed","CVE-2023-36909","2023-08-10","Windows Server 2022","CVE-2023-36909 affects Windows Server 2022","2023-08-08"
0,6.5,"10.0.20348","2023-09-08T03:13:59+00:00","Medium","[""https://msrc.microsoft.com/update-guide/vulnerability/CVE-2023-36908"",""https://nvd.nist.gov/vuln/detail/CVE-2023-36908""]","x64","KB5029250 patch is not installed","CVE-2023-36908","2023-08-10","Windows Server 2022","CVE-2023-36908 affects Windows Server 2022","2023-08-08"
